Comment_Id,Product_Id,Comment_Content,Comment_Evaluation
1822,69,Eşime aldım güzel ürün,4
25929,1323,biraz bol kesim birazda uzun,4
9335,416,Ben kot kumaşı gibi düşünmüştüm ancak daha ince bir kumaş geldi . Duruşu rahat,5
31563,1655,"Ürünü çok beğendim diğer renklerinden de almayı planlıyorum o kadar hoş duruyor ki kumaş pantolon ile de kot ile de kombinlenebilir bir parça çok güzellll, kendi bedeninizi alabilirsiniz.",5
35419,2172,Terletiyor olması dışında bi sorun yok cuk diye oturdu üstüme sonuçta bana yakıştı 🫡,4
21959,1103,harika,5
39869,3010,"Ürün çok güzel ama kendi bedenimi alınca bol geldi, bayıldığım sevdiğim için iade etmicem",4
34626,2011,Hediye olarak aldım fakat bedeni aşırı bol geldi hiç l beden gibi değildi,3
12590,581,beden bir tık büyük alınması gerek yoksa güzel ürün,5
17372,846,maalesef yanlış ürün geldi,3
22928,1159,kumaş kalıtesi iyi ama geniş,3
22077,1110,Kaliteli beyendim,5
41058,3260,"ürün güzel rahat kalıp,ince püskül detay abartı değil renk tam kot rengi ancak yorumlara bakarak 1 beden küçük aldım bence kalıp büyük değil küçük normal bedenden bir beden büyük almalıymışım maalesef iade",4
2130,81,Guzellllllll,5
9608,433,Cok guzel bir ürün,5
16008,768,Yumuşacık harika bir tişört,5
28779,1506,mükemmel kalite,5
20187,1006,Çok tatlı indirimden aldım,5
42074,3457,"Beğendim,bedeninizi alabilirsiniz.",4
43647,3940,Kalıbı çok dar ve beli baya düşük,2
26772,1367,ürünün kalitesi iyi fakat fazla geniş bu nedenle iade.,4
16744,806,ürün güzel ve kaliteli tavsiye ederim,5
8361,366,Ürün görseldeki gibi ancak renk böyle soft değil daha çiğ,4
6373,273,İnce bir ürün ben böyle aradığım için benim işimi gördü,5
36972,2460,hic guzel degil ne modeli ne kumasi,1
17287,844,"Ürün çok şık ve kaliteli, bedeninizi alabilirsiniz..",5
25151,1285,"bu fiyata sakiz bile alamadigimiz bu donemde, sahane bir parca :) indirim dedigin boyle olur",5
39030,2850,Güzel bir ürün fakat boyu kısa maalesef,4
3102,124,Bayıldım gerçekten kumaşı efsane,5
2313,87,teşekkürler. beğendim,5
25080,1281,Kumaşı cok sert ama renkler cok güzel,2
36756,2424,kalıpları çok büyük.,2
43665,3945,Kumaşını beğenmedm,1
12074,555,mevsimlik bi gömlek tam beden ve çok sık,5
32447,1704,Kalıp cok büyük bir beden küçük alınmalı,1
37975,2649,38 giyiyorum 36 sipariş verdim yinede büyük geldi boyuda çok uzun istediğim gibi çikmadı maalesef,3
2555,99,Arka kısmı çok açık değil tam beden rahat bir kumaşı var,5
2659,104,Çok güzel be fiyatlar çok uygun,5
23974,1214,Güzel bir bluz yıkanınca çekiyor gibi oluyor ama ütülenince eski haline dönüyor kumaşından dolayı sanırım gayet tatlı ve rahat bir ürün,5
376,15,Tam beden alınabilir,4
41066,3261,üstuyle birlikte aldım gayet guzel,4
19205,951,Bayıldıkkkkkk kalite muhteşem,5
2427,92,Ürün güzel fiyat pahalı ettiler fiyatı 12 lira yazıyor,5
29957,1566,Çok güzel tam beden oldu,5
32289,1698,tam beden alabilirsiniz,5
16086,772,sevgilimi aldım rengi ve duruşu çok güzelll 👌🏻👌🏻,5
43368,3858,Gerçekten aşıııırı parlak bence günlük kullanıma uygun değil ama şık akşamlarda tercih edilebilir.1.58 boy 48 kilo 34 beden almıştım çok beğendim boyu kalçamın biraz altında olmuştu kalıbı iyiydi,3
12674,586,Çok kalitesiz,1
30966,1618,Çok kötü bi tayt,1
38199,2689,Ürünü eşime aldım gayet güzel bir şekilde kargolama yapılmıştı ve zamanında teslim edildi. Teşekkürler.,4
30118,1575,her şey çok güzel ama bir beden büyük tercih edin.,4
29467,1542,cok tarz bir tisort sadece kumaşı biraz sert normal tisortlere göre ama rahatsizlik vermez cok begendim,4
17785,872,cox guzel ve rahat,5
39809,3000,ürünü iki kız aldım birincisinin yanları tulermis bıe şekilde geldi belki başka ürününde öyle değildir diye tekrar aldım o da diğeri kadar olması da tulermisti mağazada görsem almazdım,1
16747,806,Ğayet güzel bir ürün tam tavsiye ederim..,5
42125,3467,Ürün güzrl penye kumaşı gibi ama çekmez rengi de gözüktüğü gibi geldi,4
16116,773,"Göründüğünden bir tık daha koyu geliyor , ancak tam yazlık tiril tiril bir elbise",4
13430,626,Güzel kaliteli bir ürün tavsiye ediyorum,5
1634,60,cok güzel bol kalıp bi beden küçük aldım ben işlemesi de on numara tavsiye edilir,5
28353,1482,ürün fazla uzun M giyiyorum s alidim xxl gibi durdu kumaş normal,4
2079,78,cok guzel duruyor üstünüzde kendi bedeninizi alın,5
14078,657,Tek kelime kalite,5
2479,95,Harika çok şık bi parça,5
37235,2505,"Kirli bir ürün geldi, Yıkarım geçer iade etmekle uğraşmayayım demiştim ama malesef geçmedi izi kaldı ne yazık ki.",1
40001,3041,Fiyatına göre çok güzel,4
42949,3726,"ic göster,sorta dikis modeli dusundugum gibi degil ,model i begenmedim",2
9019,398,Göründüğünden cok daha guzel,5
40436,3126,herşeyle giyilebilir çok hoş duruyor. tam beden alabilirsiniz.,3
33578,1815,Ben beğenmedim duruşunu:( 1.60 boy 53 kilo 36 beden almıştım.,2
14968,709,"1,52 boy 49 kiloyum 34 beden çok iyi oldu",5
7496,326,Bedeni çok büyük geldi,2
22333,1124,"güzel ve şık bir elbise, etek kısmı astarlı iç göstermiyor",5
33409,1775,güzel ürün tavsiye ederim,3
40714,3193,"boyum 1.68 kilom 55, 25/28 aldım gayet güzel oldu. diana kesimlerin yüksek bel ölçülerini zaten çok seviyorum, ama fotoğrafta göründüğü kadar beyaz değil.",4
32179,1694,Kalite olarak güzel fakat büyük göğüslüler için ideal bir südyen değil iade,3
43380,3860,rengi aşırı parlak fosforlu gibi. iade maalef,3
23618,1196,çok begendim,5
2413,92,Çok güzel,5
21400,1074,Çok güzel tam yazlık yerinde giymelik,5
19364,962,resimde görüldüğü gibi tereddütsüz alabilirsiniz 👍,5
8593,379,harika bir ürün kalıbı biraz büyük o yuzden bir küçüğünü aldı tam oldu,5
6704,290,Efsane bir pantolon çok çok çok beğendim. Boy 1.74 kilo 64 27-30 tam oldu,5
25592,1303,168 boy 53 kiloyum 26 beden aldım tam oldu duruşunu rengini çok beğendim. uzun zamandır güzel bir jean arıyordum en sonunda bulabildim.,5
28432,1485,Güzel çok şık,5
11169,504,dünyanın en rahat sutyeni falan olabilir,5
25525,1301,çok iyi kaliteli,5
24071,1217,Kalitesin mükemmel cok beyendık esım bayılarak gıyıyor kendı bedenizi alın biz ıkıncı sıparıs verıcez,5
30606,1600,Super urun. Yine mavi kalitesi kendini belli ediyo,5
26958,1377,kalitesi çok iyi,5
14810,696,ürün güzel fakat 173 cm 73 kg yim sğor yapıyorum maedium küçük geldi. kumaşı falan güzel ama medium küçük large da nasıl olur bilemedim iade ettim. ama kumaşı güzel sadece bady gibi,5
8692,383,Eşime aldım çok beğendi tam bedeninizi alin,5
24117,1221,10/10 muhteşem bir tane daha bile alasım geldi. O kadar sevdim.,5
17516,854,"fiyatına göre alınabilir, günlük kullanım için",3
23446,1188,1.65 59 kiloyum tam geldi. Beğendim,5
32655,1721,çok beğendim 180 boy 77 kiloya 42 aldım tam istediğim gibi oldu çok kaliteli,5
36513,2387,beklediğimden daha cırtlak bi yeşil ama güzel giyilir,4
7448,323,kurtarıcı ürün,5
42335,3515,kalıbı dar iade ettim,1
1905,72,Tam bedeninizi alabilirsiniz harika,5
24450,1240,Yumuşacık bir kumaşı var çok güzel,5
36931,2455,Kalıbı çok geniş,3
12948,600,urunu begendim,5
31491,1651,Az yorum vardı olumsuz yoruma rağmen risk aldım ama iyikide almışım sadece üstünü aldım Kalıbı elime alınca tuhaf geldi giyince çok rahat oldu ve güzel durdu sütyen bedenim 75 B 36 beden aldım tam oldu göğsü bastırmıyor dolgun gösteriyor çok beğendim suda nasıl bilmiyorum deneme şansım olmadı,5
21732,1092,"eğer bol olmasını istemiyorsanız bir beden küçük alın mutlaka. kalıbı, baskısı çok güzel. yumuşacık.",5
9620,433,Ürün güzel iyi hoşta çok uzun 2 m adam mı giyecek arkadaş,4
12020,552,155cm 65 kg 40 beden tam oldu . çok güzel,5
27661,1442,Güzel ürün tam bedeninizi alın,5
21779,1094,Çok rahat efil efil bi bluz.. harika,5
1650,61,10 numara 👏👏,5
39981,3036,İnce ic gosteriyor ama uygun camasirlar giyilirse gosterdigi cokta belli olmuyor.,4
42677,3631,Bedenler küçük,1
30390,1587,"Güzel ,tam beden alınmalı",4
33910,1876,173 boy 72 kilo M beden çok bol oldu,4
14933,705,urun gorseldeki gibi geldi,5
11630,527,Aşırı büyük,2
5084,216,Güzel ve rahat🤌🏻,5
25250,1289,güzel kaliteli sevdim,5
21838,1097,53 kilo 1.60 boyundayım. 25/25 aldım Boyu çok iyi oldu. Kestirme derdi yok. Bedeni ise bel kısmı biraz bol oldu ama kemerle kullanılabilir. Giydikçe biraz açılma yapar. Kumaşı aşırı kalın degil yazında kullanılır. Tek sevmediğim yanı bel yüksekliği. Yüksek bel yazıyor ama kullandığım colins kotlarını göre yüksek bel değil. Onlar tam anlamıyla yüksek bel. Ama bu ürün ve mavinin genel olarak kotlarında o yüksekliği göremiyorum.,4
17837,875,çok güzel sik tavise edilir,5
42401,3530,Hiç göründüğü gibi değil çok basit duruyor. Beğenmedim iade.,3
7276,314,"Babamıza aldık, rengi çok güzel kalıbı duruşu harika",5
20928,1049,Güzel tam beden alın.,5
10066,454,Mükəmməl rahat kullanışlı,5
31106,1627,çok güzel çok beğendimmm,5
37956,2643,Güzel fakat biraz ince,4
24259,1228,Gayet güzel yumuşak dokulu tam benininizi alabilirsiz,4
36482,2378,ürün tırtıl gəldi kotondan beklemezdum çok yanildim,3
36325,2345,Cok güzel 👍,4
14963,709,güzel sanki ya bilemedim :),5
24658,1250,Normalde kot giymeyi asla sevmezdim. Beni kot pantolon ile barıştıran bir ürün. Bacakları çok ince ve uzun gösterirken kalçaları da toparlıyor. Tavsiye ederim,5
31131,1630,Çok güzel rengi görseldeki gibi,5
25639,1305,Yeni doğum yapmıştım 1.68 boy 66kiloyla 28/27 aldım tam oldu çok da memnunum,5
10389,468,Kumaşı harika tam beden alabilirsiniz,4
37936,2642,Cok güzel kendi bedeninizi alabilirsiniz,4
33297,1757,rengi cok canlı joton kalitesi,5
38713,2776,biraz daha pamuğumsu bir ürün.ama diğer aldığım şortlar daha tril tril.bebek zibini gibi kumaşı.guzel ama.,3
2252,85,çok kaliteli,5
12478,575,Kalıp dar,4
19330,960,Kaliteli ürün,5
36689,2416,"Maalesef göründüğü gibi değildi, beğenemedim ..🙃",3
29448,1542,Ürün çok güzel kaliteli,5
18976,937,Bedenimi almama rağmen Maalesef çok boldu ve üstte duruşu güzel değildi. İade etmek zorunda kaldım,3
7840,341,çok güzel tam beden,5
38337,2713,cok şık urun,3
36521,2388,atlet demeyelim de bustiyer diyelim bence bayağı kısa hele göğüsünüz varsa :),3
43514,3903,"14 yaşındaki kızım için aldım. üst kısmı çok dar. iade etmek zorunda kaldım. diğer yorumlarda yazdığı gibi lekeli gelmedi. 38 beden sipariş vermiştim. 38 beden giyen biri, 34 beden sipariş verebilir.",1
33992,1895,Beden uymuyor.,2
4715,199,Harika ürün,5
6439,276,Harika ama ben yanlislikla xxs beden almışım o bile tam geldi,5
41856,3417,Gayet güzel,4
6886,296,resimde göründüğü gibi kaliteli bedenimden bir beden büyük sipariş verdim tam oldu.,5
25845,1318,Ürün tam beden... kalın kışlık... lastikleri kalitesiz... genişleyip kalabilir....,4
36181,2317,"ürün bugün elime geçti. gerçekten güzel bir ürün gönül rahatlığı ile alınabilir. sıcak tutuyor alt kısmında lastik var ayarlamak için. ben aşırı zayıf olduğum içün içine düşmüş gibi oldum ama sevdim, çok hoş bir ürün. 😍",4
10806,484,yumuşacık bi kot. çok rahat bedenimi aldım memnun kaldım.,5
42316,3511,her yeri pot. bana gelen ürün giyilmiş gibiydi. mankendeki gibi değil. düğmeleri de eşit aralıklı değil. değişik bir kot kumaşı var. kaliteli gibi duruyor ama bir o kadar da değil. anlamsız bir ürün.,1
37591,2573,Kumaşı çok kaliteli değil katlarını iyi ütülemek gerekiyor ki aşağı düşmesin,3
43449,3880,Çok ince ve parlak renkli. Boyu iyi ancak pantolon havası değil de ev içerisinde giyilen etek pantolon havasında o yüzden beğenmedim fiyatı uygun olduğu için iade etmedim.,3
26868,1373,severek giyiyorum tam beden alabilirsiniz hem baharda hem kışın giyilir,4
7653,333,güzel oldu uzerimde,5
37658,2587,Çok bol duruyor,3
26894,1374,Kaliteli bir markanın kaliteli ürünü 🤗,5
9007,396,bedeni baya büyük xl giyen birine neredeyse m beden bile olabilir,2
26861,1373,Kot aşırı kaliteli ama bana yakışmadı uzun bacaklı insanlara daha çok yakıştırıyorum bu modelleri,5
9731,439,Abime aldım çok yakıştı 1.76 cm 80 kilo L aldık çok güzel oldu tavsiye ederim,5
28278,1478,Tam yazlık efil efil,4
33893,1874,İndirimden aldım iyi,4
4622,196,Ürün bedeni aşırı küçük. Small giyen bir bayanım bu ürünün M bedeni bana ancak oldu. Babam için almıştım.,2
36920,2454,salaş güzel ama kolları çok geniş duruyor ben kıvırıp kullanıyorum. baya kalın kullanışlı,4
3523,146,Eşime aldım çok beğenerek kullanıyor,5
23824,1207,Çok güzel çok beğendim 27/30 tam oldu,5
20380,1019,Ürün çok güzel 160 cm boy 70 kilo L beden de olabilir ama bir tık bol m daha üstünüze oturur gibi ama bol sevenler için L,5
22012,1107,Eşim çok beğendi zaten hep mavi’nin gömleklerini giyo gayet şık bu da,5
15233,722,Kalitesi harika eşime aldım oda çok begendi,5
16895,817,Harika yaz için süper,5
42873,3699,super inceligi de guzel,3
23546,1194,"160sm boy, 69 kiloya 30/30 tam oldu. Mavi kalitesi her zamanki gibi super",5
33522,1801,beğenmedim,2
12895,598,tam istediğim gibi,4
11501,520,Efsaneeee tek kelimeylee efsanee🥰🤩,5
6308,270,muhteşem toparladı. büyük göğüslü kadınlar için ideal. tam bedeninizi alın. teşekkür ederim.,5
33345,1759,Super iyi. Kullanışlı,5
24369,1234,çok kaliteliii,5
15059,714,Renk çok canlı tam gorundugunden de daha güzel kendi bedeninizden bir beden büyük alın ben L beden aldım cuk diye oturdu benden 5 yıldız 🌟,5
35445,2176,Erkek arkadaşıma aldım çok beğendik,4
43424,3873,Defolu geldi,3
34589,2003,Bedeni cok genis ve boyu oldukca uzun ama kuması ve rengi cok guzel,4
13801,643,güzel ve spor 1.86 boy 92 kilo L beden aldım tam oldu,5
6769,292,aşırı güzel baskısı çok kaliteli,5
23192,1174,Kumaşı kalştesi çok iyi,5
25073,1280,Tam istediğim gibi resimde görünen neyse tam olarak o.,5
5531,238,çok güzel fakat 90 b kullanıyorum 42 büyük oldu,5
28892,1510,Ürün kaliteli ve açıklamalarda anlatıldığı gibi geldi. Mavi jeanslerde bel 26 giyiyorum fakat mankenin ölçüleriyle kendi ölçulerimi kıyaslayınca bel 27 aldım çok iyi oldu. Boyum 176 kilom 62. Alacaklara tavsiye ederim.,5
22092,1111,basic bir tshirt olduğu için bir beden büyük almanıza gerek yok kendi bedeninizi alın,5
43375,3859,Kullanılmış ürün gönderdiler,1
18299,898,Çok guzel,5
24065,1217,Tudors kalitesi mükemmel,5
24874,1267,indirimdeyken aldım çok rahat çok profesyonel,5
23688,1200,Güzel ve kullanışlı tam bedeni alınmalı,5
43578,3918,"Yani bilemedim güzelde değil çirkinde değil tamamen zevke bağlı, ben sevmedim iade ettim. Tam bedeninizi alabilirsiniz",3
17273,840,Çok kötü sim döküyor asla giyilmez iade,1
28274,1477,178 boy 80 kiloyum 40 Beden aldım tam olduİnce bir yapısı var ama kazak içine giyecekseniz güzel duruyor yoksa yazlık bir gömlek aynı zamanda beyazını da aldım,5
30596,1598,Kalitesi rengi dokusu gerçekten muhteşem iyiki aldım,5
37583,2573,Çok güzel ürün,2
37286,2517,Yazlıktır diye aldık kumaş baya kalın çıktı anca sonbaharda kışa geçmeden hemen öncelerde giyilir ya da yaza geçmeden hemen o ilkbaharda. Dışardan görünüşü kaliteli duruyor o da olmasa tek yıldızdı.,2
10752,482,çok beğendim tam beden,5
18288,898,kaliteli bi urun,5
41098,3269,ürün güzel bedeninizi alın zaten oversize olduğu için bol oluyo,4
2564,100,Rahat tam beden oldu tavsiye ederim,5
28742,1503,oğluma aldım çok beğendi alın aldırın derim penyesi güzel,5
11488,520,"Çok güzel bi kumaşı var, bedeninizden bir beden büyük almalısınız 49 kilo için m aldım tam oldu",5
22510,1135,"XS’yim XS tam oldu, bol olması için bir beseb büyük tercih edilmeli. Ürün güzel.",5
34720,2033,Çok beğendim duruşu güzel,4
30255,1581,Mavi farkiyla kaliteli bir ürün,5
14623,686,kalıbı dar bir ürün,3
33247,1755,Çok güzel 👍,5
5627,243,66 kiloyum 29 büyük geldi ama çok hoş iade etmedim yaptırdım tavsiye ederim,5
28173,1474,Baya iyi topluyor.,5
41333,3318,biraz uzun değişik bir ceket aşırı beğenemedim,2
35432,2172,paçalarından biri daha dar geldi. etiketi çıkartmış bulundum yoksa iade olacaktı,1
26697,1364,Bayıldım harika bjr urun,5
34035,1903,100 liraydi bence cok iyi,4
75,3,Harika görünüyor eşim çok beğendi,5
30647,1601,Başarılı bir ürün,5
25614,1305,"172 boy 60 kiloyum ; 28/27 aldım tam oldu , duruşu kalitesi çok güzel tavsiye ederim. EDİT: 1 gün giymenin sonunda neredeyse 1 beden bollaştı , vücudunuzu sarsın istiyorsanız 1 beden küçük alın.",3
4676,197,bedenleri kalmadığı için xl aldım ama deniycem bakalım,5
32107,1689,Harika ötesi bir takım bayıldım,5
28735,1502,sevdim. ölçüsü falan bana uygun. 165 boyunda 65 kiloyum. s beden iyi,5
33204,1752,bayıldımm çok tatlı,5
29511,1544,Çok beğenerek giyiyorum 👍🏻,5
27365,1396,Ürün çok tatlı ama bol kalıp iade edip bir küçük bedenini alacağım.,5
26586,1359,xl 1.85 ve 100 kilo eşime tam oldu,5
11986,550,Ürünün kalitesi mükemmel,5
37811,2616,Sökük geldi ve astarında kasma fazlasıyla var,1
34924,2075,Bedenı tam geldı tesekkurler trendyol,4
31739,1666,"Esnemeyen , sürekli elektriklenip üzerinize yapışacak bir kumaş. almak isteyenler kendi bedenini alabilir. tam kalıp.",2
5202,221,Şahane bir pantolon. Kesinlikle almanızı tavsiye ediyorum üste çok iyi oturuyor 1.60 boy 54 kilo 27/25 tam oldu,5
9671,437,Çok rahat 😌,4
31718,1665,Nice Yellow,4
32281,1698,"Rengi biraz soluk gibi ama tam yazlık, çok ince",5
13270,617,gerçekten çok iyi eşime aldım çok rahat ve çok şık duruyor,5
36392,2358,Polyester ve güzel durmuyor,4
4513,190,yıkadıkça çekiyor,3
12619,582,çok tatlı ve güzel bir kumaşı var. beden olarak bir beden büyük söylenmeli.,5
15314,726,gayet şık ve rahat bir gömlek,5
33002,1743,Her zamanki gibi suwen farkı .. rahat şık ve kaliteli kesinlikle tavsiye ediyorum,5
9753,439,Güzel bir ürün tavsiye edebilirim,5
39058,2858,Annem için aldim. kumasi guzel paketlemesi hizli teslimi için cok tesekkurler. omuzları dar kesim göğüsten asagi dogru genisliyor xl aldim umarim olur . sanki omuzdan dar gelecekmis gibi.,4
42639,3612,o kadar uzun ki önünü ilikleyip elbise olarak giyersiniz ceketle alakası yok...iade ettik mecbur,1
9442,422,"Ben M giyiyorum, M aldım aşırı büyük geldi o yüzden iade ettim.",3
13056,606,Hızlı geldi çok güzel,5
15217,721,harika tavsiye ederim süper,5
27443,1403,Tam bedeninizi alın.Süper,5
18222,895,Kaliteli teşekkür ederim,5
21217,1064,"Çok rahat , yumuşak kumaş",5
23766,1203,1.70 boy 62 kiloyum .36 beden aldım çok güzel oldu.yazlık ince bir kumaşı var bilginiz olsun,5
41009,3252,Kaliteli ürün.,4
38865,2814,kesimi bol ama yine de güzel,3
1030,37,Beğendim ürünü,5
21042,1053,kalıbı küçük,5
979,36,çok beğendim severek giyorum.,4
24733,1255,jean üstüne giy çık,5
17210,836,"Hem kendime hem kızıma aldım.Kızımınkinin cep kızmında ufak bir sökük vardı,bir puanı ondan kırdım.Yoksa kumaşı ve modeli gayet güzel.",4
36540,2390,kalibi buyuk küçük alinmali,4
22006,1106,Gayet güzel bir ürün oğlum için almıştım kızımda çok beğendiği için onada aldık,5
26743,1366,çok güzel severek kullanıyorum,5
33786,1858,Resmen çöp,1
26865,1373,Cok guzel bir urun cok beyendim,5
18013,884,"Kumaşı rengi harika, tam bir Mavi kalitesi. 1.57 boy, 55 kiloyum 25 beden aldım, 24 de alsam olurmuş",5
27346,1395,gerçekten harika,5
4564,194,181 boy 78 kilo 31/30 çok iyi oturdu.Kilo olarak 80-82 kiloya kadar 31 alabilirsiniz. Paçası topuğa kadar iniyor.Tayt gibi yapışıp sıkmıyor.Giyince biraz daha açmasını umuyorum. Çok özel bir kot değil.Rengi bir tıkdaha koyu gibi.Taşlamasındaki beyazlıklar fotoğraftaki kadar belirgin değil.İndirimde alınır.Kupon+Kasım indirimlerinde uyguna geldi yoksa 200+ lira etmez.,5
40449,3128,Biraz dar geldi,3
41482,3344,Ürünün poları güzel ama kalıbı güzel değil. L beden aldım ben oversize severim ve genelde L alırım oversize olması için ama bunun omuz kısmı çok kabaca durdu. Üst kısmı kaba dururken lastik kısmı rahatsız etmeyecek bollukta oldu. Orantısız yani bunu dikkate alarak beden seçin derim.,2
26466,1353,Çok tatlı ve aşırı rahatt,5
41821,3408,Beğendim severek giyiyorum tam bedeninizi alabilirsiniz,4
2512,97,"3.siparisim, 20 ve 29 beden almistim iade ettim. 65 kg 28 beden 27 boy aldim bilekten durmasını daha cok sevdigim icin.29daha rahat oldu 28 hafif sıktı ama sorun degil daha iyi oldu benim için. renk ve model kesinlikle vazgeçilmez klasiklerden.",5
12220,562,"henuz gelmedi,cok gec sifarisi teslim etdiler",5
42504,3566,158 boy 47 kilo için 23-27 aldım beden olarak uygundu ancak duruşunu rengini sevemedim iade ettim,3
14559,681,Harika bir ürün. Tam bedeninizi alın,5
33882,1871,Gayet güzel turuncu Sweat ile beraber aldım ama bunun kalibı biraz daha dar,4
31128,1630,50 kiloyum xs aldım tam oldu rengi de çok güzel tavsiye ederim,5
41981,3442,Rengi çok kötü,1
11415,518,Çok kaliteli bir ürün ben indirimden almıştım şuan fiyatı 2 katına çıkmis😉,5
28905,1512,Gayet güzel bir kaban tam bedenimi aldım. Kaliteli ve tok bi duruşu var mağazada da denemiştim buradan aldım..,5
20936,1049,Hem eşime hem kendime aldım. çok memnunuz ikimizde tavsiye ederim.,5
30863,1610,Kapri çok güzeldi kumaşı vs beğendim,5
24828,1262,1.70-70 kg L aldım tam oldu,5
39033,2852,80c gogusum var asla olmadi yarisi bosa cikti resmen... memesi olmayanlar alabilir,1
41008,3252,kalibi dar. bir beden buyuk alinabilir,4
28708,1500,"Ürünün kumaşı, rahatlığı gerçekten çok iyi. Skinny gibi yapışmıyor ancak dar ve rahat bir kalıbı var.",5
5868,251,Ürünün yaka kısmında küçük küçük delikler vardı görülmeyecek gibi değil hayal kırıklığı,1
9100,401,tam bedeninizi alın güzel ürün.,5
29435,1541,Çok kaliteli ve güzel,5
12000,551,güzel ürün dar kalıp değil ancak ben genede 1 beden büyük aldım.,5
17529,855,arkadaşıma aldım çok beğendi,5
21785,1094,Ürün çok güzel teşekkür ediyorum,5
22113,1111,"daha önce v yakalısını almıştım , çok güzel ürün taytlarla harika oluyor , benim bedenim L salaş ürün olmasından dolayı M beden aldım , çok memnunum",5
11125,501,Cok kötü kalıbı,2
10330,464,idare eder daha iyisini alın,4
13223,616,Gerçekten güzel bir tişört giy çık. Yalnız ben dökümlü dursun diye m beden olmama rağmen xxl aldım tam istediğim gibi durdu.,5
1236,44,1.84 - 89 kg - XL TAM OLDU 👍🏼,4
30789,1607,"Ürünü alınca beş yıldız verip güzel yorum yapmıştım, acele etmişim. İlk yıkamada ağzı yüzü kaydı. Mavi’den alırken de daha uyguna başka bir tişört alacağıma maviden alırım ağzı yüzü kaymaz en azından dedim ama evrene yanlış mesaj gitti galiba. Bu arada düşük derece yıkadım ve sıkma programı da o şekilde, ona rağmen tişört kaydı. Verdiğim parayı asla hak etmedi.",1
23259,1178,Bir beden büyük almanız gerekiyor,5
6513,280,cok guzel bir urun. tam bedeninizi alin. 56 kq 161 boy 26/27 aldim,5
40353,3105,Yani fiyatına göre değil,3
498,19,rahat kesim seviyorsanız beğenirsiniz bir beden küçük alabilrsiniz,4
12506,578,ürün çok güzel yumuşacık yapısı var,2
22888,1156,gözüktüğü gibi geldi...rengi herşeyi aynı tam kalıp alınabilir...,4
18268,897,Ürün renk ve kumaş güzel fakat 40 beden olmama rağmen alt kısım sıktı bir beden büyük alınmalı kollar tam oldu,4
10847,485,Merhaba.Urunden çok memnun kaldım esime hediye almıştım ne pamuklasma oldu nede sunme çok severek giyiyo paketlemede gayet iyiydi hızlı kargo çok teşekkür ederim emeği geçenlere😊😊,5
42506,3567,İdare eder,3
19058,943,Gerçekten söylenildiği gibi yumuşacık ve yokmuş hissi veriyor. Gönül rahatlığıyla alabilirsiniz. Kendi bedeninizi almakta sıkıntı görmüyorum.,4
6305,269,kız arkadaşıma almıştım çok beğendi,5
10827,484,Çok iyi teşekkürler,5
34714,2032,Paketleme şekli çok özensiz geldi . Kotona yakısmiyor,2
1150,41,yine olsa yine alırım çok rahat ve çok güzel,5
16107,773,"on numara .... ,5 yıldız",5
10571,475,Çok beğendim. Tam bedeninizi alın,5
12161,560,Rengi kumaşı çok güzel 1.62 boy 53 kilo biraz beli bol oldu 26/27 almıştım 25 de çok tayt gibi durur diye değiştirmedim kemerle halledilir,4
10167,458,eşime aldım. çok beğendi. pamuk olması bu sıcaklarda serin tutmasını sağlıyor. tavsiye ederim,5
2689,105,Normalde M bedenim bunu S aldım tam oldu. Kumaşı kaliteli güzel bi tişört.,5
21350,1070,sürekli kullandigim marka tavsiye ederim,5
35865,2249,sevgilime aldım güzeldi alınabilir,4
37701,2595,85d kullanıyorum bence 1 beden büyük alınabilir çok sıktı umarım gevşer,3
39388,2925,36 beden beli evet 36 ama kalıp olarak geniş ince kumaş iç gösteriyor kötü duruyor,2
10621,477,"Guzel,evde giymek icin aldim hosh",4
32583,1714,rengi muhtesem. mavi kalitesi,5
37578,2571,Yani aslinda kaliteli olsun diye maviden aldim ama milladan aldigimla ayni kalitede gorunuyo birde salas bir model 49 kiloyum s aldim salas durdu,4
40024,3044,Rengi ve bol olmasından dolayı tercih ettim. Malum hamile ürünü çok bulunmuyor. Ama birkaç giyinmede hemen dizden bollama yaptı. Bir de belinin de sıkı lastikli olması ileriki haftalarda kullanımını zorlaştırıyor,3
24831,1265,kızım için aldık harika durdu üzerinde tavsiye,5
16688,802,Çok rahat çok kaliteli arkadaşlar düşünmeden alın derim,5
38801,2800,Çok rahat bir tayt sadece içime sinmedi sanki ama kullanılır .,3
24310,1230,Çok güzel ama dar geldi iade,4
11668,530,çok teşekkürler saygılar çok beğendim,5
13948,649,fevkalade bir ürün,5
5329,227,mavi kalitesi,5
34509,1991,177 ve 72 kiloyum M beden aldım rahat bol ben bu tarzı seviyorum.,4
16773,807,çok güzel tam kalıp oldu,5
9419,420,kumaşı çok güzel yumoss oğlum beğendi beden tam,5
40811,3213,urun naylon gibi kaliteli bisey beklemeyin kalibi dar normalde l beden olur bana ama dar geldi bacaklari guzel oturdu ama ust kismi dar oldu spor icin ideal rahat,3
40736,3195,urun yanlis geldi ben 31/32 secmeme ramen 28/32 gondermisler lutfen yardim edin.,1
5994,255,Çok kaliteli ürün,5
