Comment_Id,Product_Id,Comment_Content,Comment_Evaluation
29309,1535,Çok güzel tam kalıp,4
4874,204,Gorseldekinin aynisi guzel bir tisört ..mavi kalitesi..,5
33074,1746,çok teşekkür ederim çok güzeldi,5
3809,159,Çok iyi mavi kalitesi,5
36787,2430,"Güzel ürün, rengi göründüğü gibi",4
27009,1379,aradığımı buldum sonunda ne çok kısa ne de bol. tam sarıyor boyu da tam yerinde. 170 47 m beden tercih ettim diğer renklerini de alacağım❣️,5
1653,61,Tam bedeninizi almanızı öneririm kumaş kalitesi gayet güzel,5
28920,1512,Ef sa neeeeee,5
7637,332,çok kaliteli,5
31472,1649,Hediye aldım 3 gün sonra fiyatı artmış arkadaşım çok beğendi,5
32781,1729,Çok güzeldi yalnız bedeninizden bir beden ufak alın bayıldım,5
4741,200,Ürün güzel,5
18638,918,beğenildi hediye almıştım,5
43586,3920,Kumaşı ve kalitesi güzel.,3
41839,3412,yumuşacık bir dokusu var rengi müthiş yüksek bel herşeyle rahat giyilebilir bence çok kısa giyilmez yorumları gereksiz :) elime ulaşınca yeşil rengide sipariş verdim.bu fiyata kaçmazdı,4
42681,3632,Üründe kesinlikle beden sorunu var normalde l xl giymeme rağmen xxl aldım yınede olmadı.,1
8286,363,Ürün çok kaliteli,5
35775,2233,"indirimde uyguna gelmişti, güzel 👍🏻",4
13195,615,Mavi kalitesi yine şaşırtmadı 🤩 170 boy kilom 49. 26/29 beden tam istediğim gibi oldu. Beli çok dar olan pantolon rahatsız ediyor beni ve boyu kısa pantolonları sevmiyorum. Eğer sizin de kilonuz ve boyunuz bu şekildeyse 26/29 gayet iyi olacaktır.,5
21928,1102,Anneme aldım gayet güzel bir gömlek,5
15293,724,kumasta kahve cizgiler var begenmedim,2
7351,320,kumaş güzel ve hafif,5
33273,1756,çok güzel ürün tam beden aliniz,5
3204,130,Ürün çok güzel tereddüt etmeden alabilirsiniz bedenî tam kalıp bedeninize göre alabilirsiniz dar sevenler bir beden küçük alabilir 👍,5
27519,1434,İç gösteriyor ama yinede fena değil,3
34356,1965,"Normalde M veya L giyiniyorum. Yorumlara Bakarak küçük beden olsun diye M tercih ettim. Maalesef omuz kısmı çok geniş ve düşüyor( benim omuzlarım geniştir, genelde düşüyor diye yorum yapılan ürünler bende hiç düşmemişti) bir de ürünün ön kısmında delik vardı, kusurlu ürün gönderilmiş. İade…",1
10756,482,Xxl bile l gibi güzel tok,5
7745,337,guzel urun durusu guzel,4
9763,440,bedeni TM olmasına rağmen dar geldi yine de güzel bependim,4
5060,215,rengi çok güzel M beden de olabilirdi salaş dursun diye L beden aldım,5
34696,2029,kalıbı çok geniş. kendi bedenimden küçük aldığım halde arkasında potluk oluşuyor,3
22349,1125,cok guzel kaliteli bir urun. kendi bedeninizi almaniz daha iyi olur.,5
20398,1019,Çok güzel tişört. Normalde s giyiyorum ama bol olsun diye m aldım beğendim,5
24490,1241,"Mavi den ilk kez kot aldım, 1,66 boy, 63 kilo 28 / 32 aldım hafif bol geldi. 27 sini alsam daha iyi olurmuş, çok esnek çünkü. Daha da bollaşmazsa iyi giyilebilir ama kendini salarsa kız kardeşime verip kendime bir beden küçüğünü alacağım. Boy olarak beğendim, 30 u alsam kısa gelecekmiş.",4
8980,394,"kumaşı gerçekten çok iyi ne çok ince ne çok kalın, rengi fotoğrafta gösterdiği gibide soluk değil gönül rahatlığıyla alabilirsiniz tam bedeninizi yada bir beden küçük alabilirsiniz merak etmeyin yine oversize durucaktır küçük alsanız bile kalıbı büyük biraz",5
33733,1848,162 boy 45 kilo 34 beden aldım. Tam oldu. Kumaş kalın kot resimdekiyle aynı...,4
25622,1305,jean baya esniyor 1.60 53 kiloyum 25/27 boydan bi tik uzun geldi . onun haricinde guzel,4
29902,1564,Model çox sade,4
37283,2516,Boyu bi tık uzun gibi ve kumaşı aşırı sert düğmesini açmak bile çok zor öyle bi sertlik. Normalde 36-38 giyerim ama 36sı kalçamdan geçmedi bile dar geldi baya,2
12630,583,Rengi kumaşı çok güzel de çok dümdüz bi parça bir beden büyük alınabilir,4
41137,3277,bir beden küçük almayın. 52 kilo 162 boyum. xs aldım üzerime tam oldu. biraz bol istiyordum. S daha iyi olurdu,4
39553,2952,Bu fiyata iyi fotoğraf takınden bı tık koyu renkli,4
8875,390,1 beden küçük alınabilir,3
34380,1969,168 boy 48 kiloya xs tam oldu,4
42722,3644,Sadece evde giyine bilirsiniz cok kaliteli ğrün diyildir,1
29333,1536,"Tülden farksız, olduğu gibi iç gösteriyor.",3
41046,3258,Güzel ürün,3
1898,72,Güzel rahat bi ürün. Tam bedeninizi alın.,4
36822,2435,ürün güzel kumaşı güzel fakat bir cekette nasıl vatka olmaz yani cok ufack bir vatkası var dik durmuyo omuzlar hırkamsı duruyo. terzide yaptırabilirim inşallah,2
37518,2559,Rengi turuncumsu böyle bi tuhaf çirkin kumaşı kalın alt üst takım olarak aldım ama facia gerçekten yoğunluktan iade de edemedim dolabımda çürüyecekler arasında bir numara kesinlikle,1
38350,2715,Çok fazla kırışıyor,3
1479,53,Çok kaliteli,5
1299,47,mükemmel kalite,5
19686,976,çok hoş teşekkür ederim,5
21646,1089,güzel ürün tam yazlık çok rahat avva kalitesi hissediliyor,5
8557,376,Eşimin severek sürekli giydiği t-shirt ü. Yumuşacık kumaşı kesinlikle alınmalı. Çok hızlı geldi teşekkürler,5
36702,2417,"Jean gibi değil daha lastik gibi bir kumaş ama güzel duruyor, her zamanki bedenim oldu, rahat ve beğendim",4
37599,2573,38 beden siparişime 34 beden gönderildi. Üstelik fermuar bozuk!,1
7010,303,Yaz için daha iyi nasıl olabilir,5
25770,1314,Zayıf ve uzunsanız m alın,5
5896,252,kumaşı duruşu çok güzel bedeninizi alınız,5
42743,3650,tatlı sade bir kazak,3
7894,343,cok rahat ve yumsak,5
35282,2142,Ürünün bedeni çok kucuk 57 kilo olmama rağmen 38 olmadı,2
31485,1651,Tereddütle aldım ama bayıldım resmen. Çok beğendim,5
27317,1394,yumuşak danteli rahatsız etmiyor güzel,5
37178,2498,Yazlıktır diye aldık kumaş baya kalın çıktı anca sonbaharda kışa geçmeden hemen öncelerde giyilir ya da yaza geçmeden hemen o ilkbaharda. Dışardan görünüşü kaliteli duruyor o da olmasa tek yıldızdı.,2
36451,2370,Simleri dökülüyor bunu bilerek alın,4
22696,1144,"M giymeme rağmen m istedim,crop değil bu arada uzun da değil tam arasında,cok cok güzel rengi ve kalitesi efsane zaten.",5
23525,1193,Duruşunuda malınıda çok sevdim kargoda hızlıydı düşünmeden alın,5
275,10,Çok gitti duruyor üstünde teşekkür ederim 🙏🏼,5
11008,495,urun gayet guzel ancak bize biraz bol geldigi icin iade ettik,5
25429,1296,teşekkür ederim güzel bir ürün,5
17581,859,Bedeni çok büyük geldi bana,2
5794,249,Ürün çok iyi kaliteli,5
33904,1876,Çok güzel geldi kaliteli duruyo,4
29924,1564,Deseni ve modeli cok hosuma giderek aldim fakat ilk yikamada cekti 60 derecede..Surekli biyerlerden iplik sarkiyor ve yaka kismi biraz daraltiyor,3
20934,1049,Ürün güzel ama tam bedeniniz alın.,5
7109,307,Kesinlikle almayın. Bu ürünü alacağınıza atlet alın daha iyi.,1
20972,1050,Tavsiye ederim,4
4810,202,çok güzel tereddüt etmeden alabilirsiniz salaş model,5
3681,151,53 kg 163 boyundayım M beden çok iyi oldu . Kesinlikle tavsiye ederim süwen kalitesi,5
547,20,Kaliteli güzel şık bir ürün. Salaş duruyor biraz. Kendi bedeninizi alın derim,5
13818,643,Rengi çok güzel,5
11770,536,çok beyendim kaliteli,5
21363,1070,O kadar rahat ki,5
27331,1394,Elastik mükemmel,5
38380,2718,kumaşı çok güzeldi yumuşacık ama baskı olmamış,4
26361,1348,kaliteli ürün,5
41584,3368,34 almama rağmen kolları çok kötü durdu kabarık ve şiş iade ettim,2
27092,1383,Tam bedenimi aldım. Çok güzel penyesi kaliteli,5
33258,1755,Çöm güzel çok beğendik teşekkürler 🙏🏻,5
34621,2009,Basit duruyor beğenmedim iade ptt sırası beni bekler,3
17883,877,Güzel hoş. Bildiyimiz basic tshirt,5
35877,2251,üstünü almistim takim olsun diye altini da aldim göbeğe kadar iyi toparlıyor. kisa bir boxer gibi durduğundan begenilmeyebilir tavsiyem magazada deneyip almaniz yönünde. 40.42 beden giyiyorum 40 aldim tam oldu. ara bedenler 1beden küçüğünü tercih edebilir.,3
5489,234,tam yazlık bir ürün kumaşı incecik kendi bedeninizi alabilirsiniz tam kalıp. çok hızlı teslim edildi,5
38269,2699,Yakası geniş ama güzel tiril tiril s almıştım 54 kiloyum,4
36418,2366,çok güzel bir ürün,1
5606,242,Harika bir tişört.Kendi bedeninizi ala bilirsiniz😊,5
1720,65,Çok şık,5
11567,524,Kötü beğenmedim,1
22332,1124,güzel ürün,5
24555,1244,Kumaşı çok güzel bir beden küçük alınabilir,5
40134,3070,"1.68 Boyum, 63 kg yum. S tercih ettim. Kolları kısa geldi ve mankende olduğu gibi basenimi kapatmadı. Aksine çok küçük geldi. 1 beden küçük tavsiyesini bence yeniden gözden geçirin. Ya bedeninizi alın ya bir üst bedeni. Sevgiler",4
17543,856,"163 boy 55 kilo, 26/27 çok güzel oldu. boy 26 da olabilirmiş çok az daha kısa olmasını isteyen için. mavi Gold lar ömürlük esnemez boyası çıkmaz kendini salmaz. parasını sonuna kadar hakeder.",5
6191,264,1.64 boyum var kısa geldi tesettür için çok uygun bulmadım onun dışında kalitesi güzel,4
9646,436,kocamam aldım harika,4
26245,1344,Kalıbı çok güzel kendi bedeninizi alın,5
43568,3916,Ürün çok abiyemsi duruyor tavsiye ederim ama kışın giyilmez onu göz önünde bulundurun. yanlarında fermuar var önü düğmeli giyip çıkarırken sorun yaşamazsınız,2
1316,48,Kaliteli güzel bir tişört,5
17803,872,rahat ve uygun fiyatlı bir ürün,5
25817,1317,israrla yanlis urun gonderdiler 2 kere!!,2
30594,1598,çok güzell,5
27877,1455,Mükemmel geldi kumaşı da çok iyi,5
40077,3060,kumaşı pek güzel değil ama giyilir güzel duruyo,4
19991,990,çok beğendim. rengi çok guzel bir beden küçük alabilirsiniz bir beden küçüğü de gayet oversize oluyor,5
29059,1521,erkek arkadaşıma aldım bayıldı çok iyi,5
21343,1069,"Ürünler kaliteli ve şıktı ama bir beden küçüğünüzü alın, büyük geldiği için iade etmek durumunda kaldım",5
22369,1126,klasik mavi kalitesi. esimin bedenini aldik tam oldu. cok begendi,5
21118,1058,çok güzel baskısı da gayet iyi,5
26145,1338,Yaaa bayılldım bir beden büyük alabilirsiniz oversize için,5
16993,823,17.yy İngiltere volanı yok tabi ki.,4
5193,221,çok guzel bir ürün esnek rahat kalıp yüksek bel tavsiye ederim bu modelin 90s olanı da aldim o da çok güzel pişman olmazsınız kızlar bacak boyum kısa 28/25 tam bilekte oldu,5
39686,2975,Paketlemesi çok iyiydi.dokusu ve kalitesi çok güzel yumuşacık..kendi bedeninizden bir beden küçük alın kalıbı büyük,4
19639,973,çok iyiii kesinlikle alın,5
18641,918,Çok güzel. Kendi bedeninizi alabilirsiniz,5
22396,1126,Mükemmel harika,5
7748,338,Ürün güzel ve kaliteli yazın giyilebilir fakat düğmeleri resimdekinden farklı geldi.,4
18203,895,L giyen bile alabilir kalitesi süper,5
7160,309,çok beğendim mavi kalitesi,5
3484,143,urun cok hos magazada gordum trendyoldan siparis verdim 1 gunde elime ulasti urun basarili,5
188,7,kalite ve güzel benden uyumu ile super,5
36554,2395,tisort cok rahat,4
29125,1526,urun elime ulaştı ince bir kumaşı var o onun dışında güzel,3
23923,1211,Aslinda kumaşı yumuşacık güzel ancak ütü tutmuyor hemen kırışıyor. Yine de kaliteli beğendik,5
13001,603,"kəndin için almışdım,bir beden büyük geldi,iade etmədim,babama verdim.ürün çok kaliteli,çok güzel.sipariş verdiyim gibi de geldi.",5
8463,373,Tam beden alabilirsiniz rahat 👍,5
24539,1244,Hızlı kargo sadece bir beden ufağını almanızı tavsiye ederim,4
13209,615,Boyum 173 29 boy aldım. Paçaları biraz kısa geldi bacak boyum uzun. iade etmek zorunda kaldım.,5
16209,779,çok severek giyiyorum 1 beden kiçük alın,5
24128,1221,Tam bedeninizi alabilirsiniz güzel bir Ürün,5
12025,552,ürün beden olarak küçük geldi,3
16308,783,harika bir ceket,5
30000,1568,Tavsiye,5
18245,896,85b sütyen kullanan biri olarak 42 beden aldım. 1beden bile büyük alınabilir. küçük göğüsler için daha iyi olur,5
6131,260,harika göründüğü gibi kaliteli,5
11063,498,Şık duruyor fakat göğüs içinde yayılıyor sürekli eliniz göğsünüzde düzeltmek zorunda kalıyorsunuz,3
34318,1961,63 kilo M beden aldım güzel,4
782,28,herşeyle uyumlu vazgeçilmez bir ürün 👍,5
34024,1901,çok likralı ve geniş bir ürün yorumlara bakarak 1 beden küçük aldım o bile büyük geldi özellikle bacak kısımları çok bol,4
5752,247,kumaşın kalitesini beğendim.,4
759,27,Harika bi ürün,5
6485,278,Bir beden büyük alınmalı İade ettim,3
14922,704,duruşunu beğenmedim,3
34060,1907,Efsane güzel elbise sadece tek farkı fotoğrafta askılarında ayar var gözüküyor ama gerçeğinde yok bir yıldız ordan kırıyorum görüntüsü rengi kumaşı harika bi beden de küçük alırsanız daha iyi oturur 38 giyiyorum 36 aldım tam oldu,4
42978,3736,"Ürün ne yazık ki yırtıl geldi. Onun dısında beden olarak kesinlikle bir beden kücük alınması gerekir. Yırtık olmasa da iade ederdim, beden uymadı.",2
40593,3160,Üründeki sim detaylari insanin cildinde batma hissi veriyor,2
35256,2139,kalitesi iyi,4
7497,326,Siyahını da almıştım severek kullanılan bol bir beden ufak alınabilir,5
23794,1206,mavi muhtesemsin,5
27801,1452,Arkadaşlar pantolonun bel kısmı çok dar ve bacak arası da çok bol olduğu için pot duruyor. kalıbı da normale göre iki beden küçük ve pantolon sert olduğu için esnemiyor. fiziki yapı olarak beliniz çok çok ince değilse almayın derim. bu nedenle iade ediyorum,3
22831,1152,Kaliteli ve rahat bir ürün. Kendi bedeninizi tercih edebilirsiniz.,5
22565,1137,Rahat bi tişört M giyiyorum S aldim o bile oldu fakat çamasırı oldugu gibi gösteriyor salopetle giymeyi düşünüyorum,4
36789,2432,Rengi güzel fakat 36 giyiyorum 36 sipariş ettim çok bol geldi kalıpları büyük ve pantolon giydikçe kalıp gibi durmuyor daha da bollaşıyor ona göre alın,3
36971,2460,Tam beden fakat penyesi biraz kalın,3
28206,1475,Bedeninizin büyüğünü alın derim çok güzel kumaşı var gezmede günlük heryerde kullanılır s aldım çok yapıştı üstüme m bedeninide alıcam çok güzel ürün edinin derim,5
31049,1622,Harika bir elbise çok beğendim 👍🏻,5
16189,777,muhteşem bayıldım dokusu duruşu harika,5
37700,2595,Daha önce bedeni küçük gelen başka renklerini almıştım ama bu beden tam oldu :) rengi şahane çok güzel toparladı,4
28185,1474,"Dokusu kumaşı çok güzel, 1 beden küçük alınabilir",5
15135,717,"Tek kelime ile harika. Mavi kalitesi bu olsa gerek. 50 kq Xs siparis etdim,tam oldu. coook yumusacik,coook kaliteli. tesekkurler",5
13097,609,Ürün çok sim döküyor ama şık olduğu için iade etmeyeceğim.,5
26143,1338,Kumasi cokguzel baya bol 1beden küçük alınmalı,5
33486,1793,"Kalıbı iyi değil, giyince ön tarafı çuval gibi duruyor, pileli olması ön tarafını balon gibi göstermiş, beden tam ancak üstte iyi durmuyor. iade ettim.",1
423,16,Ürün cok guzel ve yumusacik tam beden alinabilir. Esime aldim kilo 98 L beden tam oldu. Tavsiye ederim,5
29437,1541,Bayıldım çok güzel,5
19514,968,Beden olarak L giyyorum yorumlara bakarak M istedim çok iyi oldu,5
38789,2796,Aynısının sarısını da almiıstım ama boyu kısaymıs,2
15095,716,tek kelimeyle muhtesem,5
37663,2587,ürün güzel fakat alttan çıtçıtlı oluşu rahatsız edici iade ediyorum,3
11797,539,cok guzel bayildimmm,5
26149,1340,Ürün tam spor için kullanılacak bir ürün. Tam bedenşnizi albilirsiniz. Ben çok memnun kaldım.,5
42535,3576,elbisenin astarı yok içi çok gösteriyor. ayrıca kemer çıkmadı paketten.,2
11569,524,Gayet güzel zayıfım fakat medium tercih ettim iyi ki daha rahat,5
644,24,Bu modeli daima seviyorum en kral modelim S bedeni giyiyorum ama biraz ufaldi M beden istedim yine harika oldu,5
42487,3559,magazadan 23/27 aldim cok guzl ama 23/28 asiri kotu durdu ustunde,1
24571,1245,"boy 165, goyus 85, xs aldim, bol durdu, bir beden kuchuk alin, kalitesini chok beyenmedim, bu paraya deymez bence, edit : bir yikamada rengi chikti",3
37166,2495,yumuşacık ve bence çok şık,4
34369,1966,ürünün kumaşı çok güzel ancak xs almama rağmen kalça kısmı tam oldu ama bacak kısmı bol oldu oturunca çok kısalıyo iç çamaşırı belli oluyo o. yüzden geri yolladım.,3
19220,952,"ürün güzel, bedeninizi alabilirsiniz",5
41691,3385,güzel ve kullanışlı.,4
27676,1444,urun cok guzel dokusuna bayildim hamile annelerin yazin tercihbedebilicehi en guzel modllerden birisi tavsi ederim,5
16791,808,kaliteli urun,5
38856,2812,vatkali yazıyor ama vatkasiz geldi. kendi bedeninizi alabilirsiniz,2
35153,2117,Kumaşı güzel fakat bu parayı hak etmediğini düşünüyor diğer sporcu atletlerinden pek bir farkı yok 😐,2
37685,2590,Ürünü üstüme giyer giymez askılıkları koptu verdigim paraya yazık gerçekten yenisinin gönderilmesini rica ediyorum,1
27850,1454,Beden tam oldu kalite olarak olarak başarili,5
404,16,güzel geldi beğenildi,5
14163,662,Rengi kalıbı çok güzel,5
40155,3073,Çok ince iç gösteriyor resmen transparan bir gömlek,1
771,28,güzelmiş..,5
37004,2465,Beklediğim gibi sadece fotoğrafta daha uzun durmuş Kullanışlı bir parça,4
39868,3010,Ürün biraz bol kendi bedeninizden bi küçük beden alın derim,4
980,36,Başarılı çok güzel,5
31706,1663,müthiş bir duruşu var kumaşı düz değil ve çok sportif,5
32011,1682,rahat ve kaliteli,5
27302,1393,"Muhteşem, kalite süper,",5
2716,106,Yorumlarda abartıldığı kadar bir rahatlıktan bahsedemeyiz ancak yeteri kadar rahat,5
25754,1313,tam bedeninizi alın çok güzel bir ürün,5
28953,1514,"anneme aldım, çok beğendim kendime de aldım, sıkı tok duran bir kumaş, duruşu şahane, popo kısmı güzel oturuyor, göğüs kısmında fırfırlar tatlılık katmış 👌",5
27354,1395,kargo hızı süper 2 günde teslim edildi sağlam paketleme kaliteli ürün ayrıca hediye içinde teşekkürler,5
26033,1330,çok tatlı neredeyse her rengi var kesin alın dolabınızda bulunsun ben 165 45kg s daha iyi oluyor. göbek deliğinin üstünde kalıyor başarılı,5
29655,1551,Çok rahat beyendim,5
22766,1149,severek giyiyorum 👍🏻,5
26139,1338,Çok güzel salaş,5
35457,2177,Çok güzel incecik tam yazlık,4
12432,572,Yaza uygun rahat bir ürün. Yalnız bir beden büyük alın.,5
25939,1324,İdare eder. 58 kiloyum. 40 beden aldım yorumları okuyup. Büyük geldi..38 iyi olurmuş..Asla bir beden büyük almayın.,5
18448,906,Annem için 46 beden aldım denedi harika oldu.,5
31607,1658,Sevmedim hiç üstüne yapışıyor ıslak kalmış gibi,2
20963,1050,yumuşak kumaş,5
1383,50,Tam bir mavi kalitesi. İndirimde düşünmeden alınır,5
25173,1286,Bu yazın vazgeçilmez parçası,5
34943,2080,Yumuşacık rengi de koyu gri füme gibi kumaşı harika 163 boy 67 kilo 29/27 aldım tam oldu.!!! Güncelleme!!! :giydikten sonra resmen sünük sünük oldu. Diz etrafı potluk yapıyor 2 beden genişledi bu kadar da esneme olmaz ya. Tekrar terziye vereceğim,1
10879,487,çok güzel.👍👍,5
40495,3137,Çok kullanışlı avvadan şaşamıyorum,4
13064,606,Ürün gerçekten güzel Uspa gerçekten işi biliyor,5
35634,2211,"Ürün çok beğenemedim , kesiminden dolayı , ön ceplerinin olduğu tarafta katlanmalar mevcut 30:32 : 181 boy 72 kilo",4
16110,773,Keyifle giyiyorum alt bedeniniz ince ise bir beden küçük alınabilir,5
681,25,Ürün çok güzel indirimden almıştım,5
43157,3794,Beden olarak oldukça büyük. 167 boy 65 kiloya M beden büyük oldu. Boyunda dik üstü. Bana uzun geldi. Kumaşı ise beklediğimden kalın.,3
2880,114,gayet güzel tam üzerime oturdu,5
37427,2541,Rengi çok tatlı,4
37891,2632,oversize sevdiğim için beğenemedim onun dışında giyilir,4
37045,2472,"Rengi güzel, kumaşı esnek ve çok ince, kalıbı biraz geniş.",2
25197,1287,Rahat tam yazlık..,5
27019,1381,ürün tam istediğim gibi geldi tam bedeninizi alabilirsiniz,5
19426,964,Harika bir ürün 🌟,5
1112,40,güzel hoşuma gitti,5
19781,980,Anneme hediye aldım çok beğendi,5
43761,3981,Topukları inceldi bile pekte kaliteli değiller,2
12936,600,"muhteşem, 93 kilo XL",4
3596,148,"Gayet güzel fakat tam oversize bir ürün mü bilemedim. Oversize olması için iki beden bile büyük alınabilir bana kalırsa, teşekkür ederim 😊",5
30045,1571,cok iyi cok begendim,5
5804,249,DeFactodan ne zaman sipariş versem hep 1 beden küçük geliyo 3xl verdim 2xl gelmiş oldu ama yapıştı üzerime kötü olmadı ama az dikkat edin olmayadabilirdi,5
22721,1145,kaliteli kesinlikle tavsiye,5
40079,3060,"Dokusunu çok beğendim saten gibi kaygan bir kumaş, hafif parlak ve çok tatlı bir lila. Lakin dekoltesi çok derin sürekli açılıyor, kıyafet bandıyla kullanılabilir",4
14335,670,guzel ama 1 beden büyük alınmalı,4
30107,1574,Çok rahat tam bedeninizi alın rengi göründüğü gibi,5
23038,1165,beğendim kaliteli,5
24870,1267,eşim için almıştım ikimizde çok beğendik teşekkür ederiz.,5
32153,1692,oldukça kaliteli bir ürün görüntüsü kumaş kalitesini çok beğendim üstelik benzer kaliteye oranla çok daha makul fiyata,5
39151,2880,Farklı ürün göndermişsiniz rezilsiniz gerçekten,1
32920,1736,sıradan bir şey Üstündeki yazılar çok soluk görünmüyor neredeyse,4
21956,1103,Ürün göründüğü gibi on numara,5
518,19,Müko kalite kokuyor,5
16129,775,"Gunluk kullanim icin ideal bir elbise, çok rahat kendi bedeninizi alabilirsiniz.",5
3096,124,tam yazlık bir gömlek...,5
39928,3029,Tam bedeninizi alabilirsiniz şık bir ürün spor kombinlerde de kullanılabilir,4
26558,1358,Çok rahat bir tişört,5
3244,133,Beli ayarlanabilir olmadığı için bir puan kirdim. Onun dışında takim galinda aldim şık duruyor.,4
25233,1289,Ürün çok güzel beğendim,5
32539,1710,Avva kalitesi çok güzel bayıldım tam kalıp,5
23255,1178,harika ürün esnek rahat,4
18856,931,Süper tam oturdu 77 kilo m beden,5
14878,702,Tulum yazıp neden şort gönderiliyor!!! Ürün adını değiştirmelisiniz…,2
41246,3300,eşime aldım esnekliği rengi dokusu gayet güzel,4
19627,973,çok güzel harika,5
25542,1301,Polo kalitesi🌟,5
1078,39,kaliteli ve güzel indirime girince diğer renklerini de Alicam eşime teşekkürler,5
3304,136,inanilmaz kaliteli ve şık bir elbise çok beğendim kalıbı dar değil ve kemer kombiniyle harika duracaktır. kışın hirkayla kombinlebilir. indirimli fiyatıyla çok uyguna geldi,5
7607,331,ince baya ve bol bedendi,3
40541,3146,came torn. the quality is great,4
31517,1652,"Mavi kalitesi! Eşim için aldım, çok beğendi.",5
36103,2303,göründüğünden daha uzun çok rahat tam yazlık fiyat da uygun,4
14226,666,Çok güzel kalıbı da tam,5
10422,470,"Yumuşacık kumaşı,yok hissi veriyor👍",4
5623,243,1.63 Boy kg 65/66 30-30 beden aldım üzerime tam oturdu paçalardan uzunluk verdi. üzerinize tam yapışmasını dar olmasını istiyorsanız bir beden küçük alabilirsiniz kumaşı gayet hoş birde yüksek bel degil,4
21569,1084,önü biraz açık dekolteli ve sırt dekoltesi biraz fazla ama.benxe.gayet güzel askıları biraz uzun geldi bana onun haricinde güzel bir parça,4
35368,2161,ürün çok güzel 159 boy 49 kilom s aldım tam üstüme oturdu istediğim gibi oldu sadece bazı yerlerde ipler çıkmıştı onu da kesip ucundan yaktım ve sorunu çözdüm.,4
37285,2517,38 beden istedim 34 geldi,1
36332,2346,Ürün gayet güzel yazlık ince kumaş ama çok toz tutuyor maalesef siyahlarda genel özellik bu,4
26896,1374,Donlar harika xkkaks,5
17775,871,çok tatlı bir rengi var,5
13242,616,Çok güzel. Her iki rengini aldım.,4
37991,2651,50 kiloyum s beden giyiniyorum fakat 34 beden almama ragmen çok büyük ve biçimsiz durdu oversize severim ama bu güzel durmuyo,3
2265,85,tek kelimeyle bayildik esimde bende.,5
1386,50,Kumaş kalitesi çok iyi tam beden alabilirsiniz,5
4990,211,Sevgilim çok yakışıklı olmamasına rağmen çok yakıştı,5
10954,492,Her zamanki gibi gayet başarılı.,5
31957,1680,çok rahat tavsiye ederim,5
1564,57,çok güzel oldu ben 85 beden kullanıyorum L aldım tam oldu,5
5259,223,Çok iyi ürün,5
14563,682,harika bbir parça yazin kurtarici,5
24429,1239,Harika bir renk tam bebe mavisi pamuklu rahat💙,5
25833,1318,Çok beğendim kumasi dokuzu cok guzel 160 52 kilo small aldim salas durdu baya sevdim ben,5
33925,1879,kalite on numara ama biraz uzun,4
8645,381,fiyat kalite gayet iyi. pazarda bike 5 tl ye iç çamaşırı bulamazken burda 3 li paket 25 tl. kaliteli ve güvenilir... renkler çok hoş canlı. kalıp güzel. amma reklam yaptım:),4
23764,1203,Çok şık duruyor,5
27021,1381,gayet şık bir pantolon tam kendi bededinizi alın 176/58 36 beden aldım,5
43256,3828,cok şık ama cok iç belli ediyo,3
24672,1250,Ayyy bayıldımmmm❣️🥰🙏🙏🙏,5
33034,1744,çok hoş şık bir bluz tam beden,5
34683,2025,pantolonu beğendim eşime aldım gayet güzel oda beğendi kaliteli bir ürün,4
42089,3460,Yorumları okuyup 3 rengini de aldım. Abartıldığı kadar kesinlikle değil çok sert. İdare eder,3
43196,3809,fena değil. baskısı renkli orta uzunlukta.,3
31044,1622,tam bedeninizi alabilirsiniz yazlık değil ilkbahar ve sonbaharda giyilebilir .Renki fotograftakinden daha koyu .Rengi dışında sorun yok,4
28463,1486,bedeninizi alin iki rengini aldım çok memnunum,5
15307,724,Güzel bir gömlek indirimden almıştım beğendim.,5
41794,3401,Fena değil,4
24540,1244,"Yazmışlar ""M beden XXL gibi"".Hec öyle diyil .1.75 boy 85 kiloyum M beden tam oldu. Normal numaranızı alin.",5
27379,1398,1.60 boyunda 47 kiloyum aldığım en güzel gömlek olabilir mavi yine beni yanıltmadı kesinlikle tavsiye ediyorum kumaşı dokusu çok çok güzel 👍,5
19628,973,Çok rahat çok güzel indirimde alınır,5
32672,1722,Yaz kış üstümden çıkarmıyorum yazın tril tril zaten çok rahat ✌️,5
32828,1730,"Yumuşacık penyesi var, çok güzel.",5
41053,3260,kalip kucuk,1
33969,1891,4 tşört aldım hepsi aynı kalıp ve beden. Bu tşört onlara göre 2 beden daha büyük ve çok ince.,1
33319,1758,idare eder,4
19150,948,yumuşacık çok rahat ve kullanışlı,5
11944,549,Çok güzel bir gömlek,5
38773,2791,Bendeni kendi bedenimden küçük istedim o bile çok çok büyük geldi,2
14195,663,Kendim için almıştım s beden büyük geldi bende babama verdim bence alırken bir beden küçük alın,4
22802,1150,Çok teşekkür ederim,5
13372,622,tam beden alın eşime aldım çok güzel,5
11900,547,Güzel. Beğendim.,5
13494,628,Ürün çok şık ama kısa ve dar oldu,5
24412,1237,Çok kısalar ama yerleri iyi,1
29820,1560,Ben indirimdeyken aldım. Her dolapta bulunması gereken bir gömlek.,5
19846,982,awm de 150₺ olan elbiseyi burda uygun alabiliyorum,5
